AÑO,INEGI,ENTIDAD,LEY,CONCEPTO,TIPO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
2015,23,QUINTANA ROO,CODIGO PENAL FEDERAL,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,0,0,4,2,0,3,1,1,0,2,2,0
2015,23,QUINTANA ROO,CODIGO PENAL FEDERAL,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",1,1,4,3,5,6,7,6,10,7,0,7
2015,23,QUINTANA ROO,CODIGO PENAL FEDERAL,OTROS DELITOS,PATRIMONIALES,13,14,30,19,20,26,15,24,25,19,16,33
2015,23,QUINTANA ROO,CODIGO PENAL FEDERAL,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,1,0,0,2,1,0,0,0,0,0,1,0
2015,23,QUINTANA ROO,CODIGO PENAL FEDERAL,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,2,7,4,2,7,3,6,6,10,7,13,17
2015,24,SAN LUIS POTOSI,CODIGO PENAL FEDERAL,CONTRA LA SALUD,PRODUCCION,1,0,0,0,2,0,0,0,0,0,0,0
2015,24,SAN LUIS POTOSI,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRANSPORTE,10,7,8,3,12,22,14,0,0,0,0,0
2015,24,SAN LUIS POTOSI,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRAFICO,0,0,0,1,0,0,1,0,0,0,0,0
2015,24,SAN LUIS POTOSI,CODIGO PENAL FEDERAL,CONTRA LA SALUD,COMERCIO,0,1,1,1,0,0,3,1,0,0,0,0
2015,24,SAN LUIS POTOSI,CODIGO PENAL FEDERAL,CONTRA LA SALUD,SUMINISTRO,0,1,0,0,0,0,0,0,0,0,0,0
2015,24,SAN LUIS POTOSI,CODIGO PENAL FEDERAL,CONTRA LA SALUD,POSESION,3,5,2,2,3,0,0,0,0,0,0,0
2015,24,SAN LUIS POTOSI,CODIGO PENAL FEDERAL,CONTRA LA SALUD,OTROS,0,5,2,1,0,0,2,10,6,12,12,0
2015,24,SAN LUIS POTOSI,CODIGO PENAL FEDERAL,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,3,10,5,6,3,11,5,2,0,2,3,1
2015,24,SAN LUIS POTOSI,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,2,6,3,1,1,2,7,0,4,4,7,3
2015,24,SAN LUIS POTOSI,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,0,0,0,0,0,1,0,0,0,0,0,1
2015,24,SAN LUIS POTOSI,CODIGO PENAL FEDERAL,OTROS DELITOS,ELECTORALES,4,1,2,0,0,2,2,0,0,0,1,0
2015,24,SAN LUIS POTOSI,CODIGO PENAL FEDERAL,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,4,1,4,1,0,2,1,2,3,2,0,0
2015,24,SAN LUIS POTOSI,CODIGO PENAL FEDERAL,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",3,6,2,5,3,4,3,5,2,2,3,1
2015,24,SAN LUIS POTOSI,CODIGO PENAL FEDERAL,OTROS DELITOS,PATRIMONIALES,10,30,15,24,21,32,30,12,22,15,23,8
2015,24,SAN LUIS POTOSI,CODIGO PENAL FEDERAL,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,1,2,0,0,0,0,0,1,1,0,0,0
2015,24,SAN LUIS POTOSI,CODIGO PENAL FEDERAL,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,10,18,6,9,5,11,10,1,2,6,4,26
2015,25,SINALOA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,PRODUCCION,4,4,10,3,14,11,4,5,17,17,12,1
2015,25,SINALOA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRANSPORTE,3,9,9,4,11,8,4,4,4,5,11,2
2015,25,SINALOA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRAFICO,1,0,0,0,0,0,0,1,1,0,1,0
2015,25,SINALOA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,COMERCIO,2,4,3,4,1,10,1,0,2,6,5,0
2015,25,SINALOA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,SUMINISTRO,0,0,0,0,0,0,0,0,0,0,0,0
2015,25,SINALOA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,POSESION,24,27,29,29,22,29,30,17,18,30,43,1
2015,25,SINALOA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,OTROS,4,9,12,11,5,8,5,9,7,11,12,0
2015,25,SINALOA,CODIGO PENAL FEDERAL,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,7,13,11,4,9,4,7,17,6,12,21,1
2015,25,SINALOA,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,2,5,2,1,3,5,6,13,3,2,4,2
2015,25,SINALOA,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,0,3,2,2,2,2,2,2,1,0,3,0
2015,25,SINALOA,CODIGO PENAL FEDERAL,OTROS DELITOS,ELECTORALES,6,1,0,4,1,9,0,0,1,2,0,0
2015,25,SINALOA,CODIGO PENAL FEDERAL,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,0,1,0,0,1,0,0,1,1,1,0,0
2015,25,SINALOA,CODIGO PENAL FEDERAL,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",3,4,4,4,1,6,4,6,1,2,2,1
2015,25,SINALOA,CODIGO PENAL FEDERAL,OTROS DELITOS,PATRIMONIALES,167,140,108,40,58,58,43,46,48,43,47,11
2015,25,SINALOA,CODIGO PENAL FEDERAL,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,0,1,2,1,2,2,0,2,1,2,1,0
2015,25,SINALOA,CODIGO PENAL FEDERAL,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,9,10,8,6,14,11,57,10,6,15,12,4
2015,26,SONORA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,PRODUCCION,7,3,3,8,6,6,2,2,3,5,12,7
2015,26,SONORA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRANSPORTE,11,10,12,9,15,8,5,10,8,11,10,5
2015,26,SONORA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRAFICO,0,0,0,0,1,0,1,0,0,1,0,0
2015,26,SONORA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,COMERCIO,0,4,3,0,4,4,2,2,1,0,0,2
2015,26,SONORA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,SUMINISTRO,0,0,0,0,0,0,0,0,1,0,0,0
2015,26,SONORA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,POSESION,35,40,55,35,41,38,42,36,37,47,73,54
2015,26,SONORA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,OTROS,22,31,26,20,34,36,16,6,50,29,33,16
2015,26,SONORA,CODIGO PENAL FEDERAL,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,10,9,3,3,9,18,6,8,4,12,9,7
2015,26,SONORA,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,1,2,5,1,2,3,4,4,1,2,4,0
2015,26,SONORA,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,1,1,1,1,1,1,0,1,0,0,0,0
2015,26,SONORA,CODIGO PENAL FEDERAL,OTROS DELITOS,ELECTORALES,55,12,28,14,30,76,11,3,3,4,1,0
2015,26,SONORA,CODIGO PENAL FEDERAL,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,3,0,0,0,0,0,1,1,0,0,0,0
2015,26,SONORA,CODIGO PENAL FEDERAL,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",7,8,5,4,3,3,8,5,2,3,4,6
2015,26,SONORA,CODIGO PENAL FEDERAL,OTROS DELITOS,PATRIMONIALES,31,34,38,45,40,39,44,39,46,36,39,36
2015,26,SONORA,CODIGO PENAL FEDERAL,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,6,0,4,2,4,4,1,2,0,0,2,0
2015,26,SONORA,CODIGO PENAL FEDERAL,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,25,24,28,36,26,45,31,27,19,19,27,35
2015,27,TABASCO,CODIGO PENAL FEDERAL,CONTRA LA SALUD,PRODUCCION,0,0,0,0,0,0,0,1,0,0,1,0
2015,27,TABASCO,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRANSPORTE,2,0,0,0,2,0,0,0,0,0,2,0
2015,27,TABASCO,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRAFICO,0,0,0,0,0,0,0,0,0,0,0,0
2015,27,TABASCO,CODIGO PENAL FEDERAL,CONTRA LA SALUD,COMERCIO,0,0,0,0,1,1,0,0,0,0,0,0
2015,27,TABASCO,CODIGO PENAL FEDERAL,CONTRA LA SALUD,SUMINISTRO,0,0,0,0,0,0,0,0,1,0,0,0
2015,27,TABASCO,CODIGO PENAL FEDERAL,CONTRA LA SALUD,POSESION,0,0,0,1,0,0,0,0,0,0,2,2
2015,27,TABASCO,CODIGO PENAL FEDERAL,CONTRA LA SALUD,OTROS,0,1,0,0,0,0,0,0,1,0,0,0
2015,27,TABASCO,CODIGO PENAL FEDERAL,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,8,4,4,5,3,10,10,5,10,2,3,3
2015,27,TABASCO,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,0,3,1,1,2,0,1,1,1,1,3,1
2015,27,TABASCO,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,0,0,0,0,0,0,0,0,0,0,0,0
2015,27,TABASCO,CODIGO PENAL FEDERAL,OTROS DELITOS,ELECTORALES,3,3,0,1,3,5,6,1,2,1,3,0
2015,27,TABASCO,CODIGO PENAL FEDERAL,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,0,1,0,0,0,0,0,1,1,1,3,0
2015,27,TABASCO,CODIGO PENAL FEDERAL,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",5,1,2,2,5,2,5,1,7,2,1,2
2015,27,TABASCO,CODIGO PENAL FEDERAL,OTROS DELITOS,PATRIMONIALES,17,31,32,26,32,49,35,26,42,29,12,16
2015,27,TABASCO,CODIGO PENAL FEDERAL,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,2,0,0,2,2,0,0,0,0,0,0,1
2015,27,TABASCO,CODIGO PENAL FEDERAL,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,19,23,14,24,13,33,37,12,45,22,28,23
2015,28,TAMAULIPAS,CODIGO PENAL FEDERAL,CONTRA LA SALUD,PRODUCCION,0,0,0,0,0,0,0,0,0,0,0,0
2015,28,TAMAULIPAS,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRANSPORTE,0,0,0,0,1,0,0,1,0,2,0,1
2015,28,TAMAULIPAS,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRAFICO,0,0,0,0,0,0,0,0,0,0,0,0
2015,28,TAMAULIPAS,CODIGO PENAL FEDERAL,CONTRA LA SALUD,COMERCIO,5,4,6,1,4,2,4,9,4,3,0,0
2015,28,TAMAULIPAS,CODIGO PENAL FEDERAL,CONTRA LA SALUD,SUMINISTRO,0,0,0,0,0,0,0,0,0,0,0,0
2015,28,TAMAULIPAS,CODIGO PENAL FEDERAL,CONTRA LA SALUD,POSESION,43,69,65,53,71,71,57,76,64,60,43,36
2015,28,TAMAULIPAS,CODIGO PENAL FEDERAL,CONTRA LA SALUD,OTROS,0,0,2,0,0,0,0,0,3,0,1,0
2015,28,TAMAULIPAS,CODIGO PENAL FEDERAL,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,29,15,42,31,20,22,30,31,32,43,30,31
2015,28,TAMAULIPAS,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,0,0,0,0,3,4,1,3,3,2,3,6
2015,28,TAMAULIPAS,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,14,6,9,7,6,12,13,9,15,20,13,4
2015,28,TAMAULIPAS,CODIGO PENAL FEDERAL,OTROS DELITOS,ELECTORALES,2,3,1,5,5,18,1,0,2,1,2,0
2015,28,TAMAULIPAS,CODIGO PENAL FEDERAL,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,1,2,0,1,0,5,0,1,2,2,0,4
2015,28,TAMAULIPAS,CODIGO PENAL FEDERAL,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",6,5,11,3,6,1,3,2,6,5,2,7
2015,28,TAMAULIPAS,CODIGO PENAL FEDERAL,OTROS DELITOS,PATRIMONIALES,167,130,177,99,88,157,126,125,142,114,87,192
2015,28,TAMAULIPAS,CODIGO PENAL FEDERAL,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,3,1,2,0,0,0,2,0,8,2,0,1
2015,28,TAMAULIPAS,CODIGO PENAL FEDERAL,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,46,57,34,38,38,58,52,43,69,51,49,29
2015,29,TLAXCALA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,PRODUCCION,0,0,0,0,0,0,0,0,0,0,1,0
2015,29,TLAXCALA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRANSPORTE,0,0,0,0,0,0,0,0,0,0,0,0
2015,29,TLAXCALA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRAFICO,0,0,0,0,0,0,0,0,0,0,0,0
2015,29,TLAXCALA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,COMERCIO,0,0,0,0,0,0,0,0,0,0,1,0
2015,29,TLAXCALA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,SUMINISTRO,0,0,0,0,0,0,0,0,0,0,0,0
2015,29,TLAXCALA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,POSESION,0,0,0,0,0,0,0,1,0,0,1,0
2015,29,TLAXCALA,CODIGO PENAL FEDERAL,CONTRA LA SALUD,OTROS,0,0,1,0,1,0,1,1,2,3,1,2
2015,29,TLAXCALA,CODIGO PENAL FEDERAL,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,5,6,12,7,5,12,7,3,5,9,3,0
2015,29,TLAXCALA,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,2,2,4,2,1,1,0,0,3,3,6,1
2015,29,TLAXCALA,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,0,0,1,1,1,0,0,0,2,1,1,0
2015,29,TLAXCALA,CODIGO PENAL FEDERAL,OTROS DELITOS,ELECTORALES,3,1,0,0,2,4,0,0,1,0,1,0
2015,29,TLAXCALA,CODIGO PENAL FEDERAL,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,0,1,1,0,0,1,0,3,0,0,0,0
2015,29,TLAXCALA,CODIGO PENAL FEDERAL,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",1,5,5,4,2,3,3,1,2,2,2,0
2015,29,TLAXCALA,CODIGO PENAL FEDERAL,OTROS DELITOS,PATRIMONIALES,11,14,11,9,18,28,20,25,13,23,22,11
2015,29,TLAXCALA,CODIGO PENAL FEDERAL,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,0,0,0,0,1,0,0,0,1,0,0,0
2015,29,TLAXCALA,CODIGO PENAL FEDERAL,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,9,3,5,5,7,1,9,2,5,11,10,3
2015,30,VERACRUZ,CODIGO PENAL FEDERAL,CONTRA LA SALUD,PRODUCCION,1,0,1,0,0,0,0,0,0,0,1,0
2015,30,VERACRUZ,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRANSPORTE,1,2,1,0,0,0,0,0,0,2,1,0
2015,30,VERACRUZ,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRAFICO,0,0,0,0,0,0,0,1,0,0,0,0
2015,30,VERACRUZ,CODIGO PENAL FEDERAL,CONTRA LA SALUD,COMERCIO,0,0,1,0,1,0,1,1,1,0,0,0
2015,30,VERACRUZ,CODIGO PENAL FEDERAL,CONTRA LA SALUD,SUMINISTRO,0,0,0,1,0,0,0,1,0,0,1,0
2015,30,VERACRUZ,CODIGO PENAL FEDERAL,CONTRA LA SALUD,POSESION,1,0,1,1,2,1,1,0,1,1,0,1
2015,30,VERACRUZ,CODIGO PENAL FEDERAL,CONTRA LA SALUD,OTROS,1,7,4,1,2,3,1,2,1,2,2,1
2015,30,VERACRUZ,CODIGO PENAL FEDERAL,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,30,8,13,10,16,23,5,11,18,16,25,8
2015,30,VERACRUZ,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,3,7,2,3,4,9,3,3,1,3,4,0
2015,30,VERACRUZ,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,1,0,2,0,0,1,1,0,1,0,0,0
2015,30,VERACRUZ,CODIGO PENAL FEDERAL,OTROS DELITOS,ELECTORALES,19,3,70,28,20,39,37,24,8,7,31,16
2015,30,VERACRUZ,CODIGO PENAL FEDERAL,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,5,3,1,1,0,0,1,0,1,6,4,0
2015,30,VERACRUZ,CODIGO PENAL FEDERAL,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",7,6,15,12,8,7,8,7,9,6,9,8
2015,30,VERACRUZ,CODIGO PENAL FEDERAL,OTROS DELITOS,PATRIMONIALES,106,133,125,117,122,143,163,151,148,107,114,114
2015,30,VERACRUZ,CODIGO PENAL FEDERAL,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,15,40,4,3,9,20,25,12,14,17,13,4
2015,30,VERACRUZ,CODIGO PENAL FEDERAL,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,52,56,60,65,68,58,56,57,27,45,63,24
2015,31,YUCATAN,CODIGO PENAL FEDERAL,CONTRA LA SALUD,PRODUCCION,0,0,0,0,0,0,0,0,0,0,0,0
2015,31,YUCATAN,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRANSPORTE,1,1,1,0,0,1,3,3,0,0,3,4
2015,31,YUCATAN,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRAFICO,0,0,0,0,0,0,0,0,0,0,0,0
2015,31,YUCATAN,CODIGO PENAL FEDERAL,CONTRA LA SALUD,COMERCIO,0,0,0,0,0,0,0,0,0,0,0,1
2015,31,YUCATAN,CODIGO PENAL FEDERAL,CONTRA LA SALUD,SUMINISTRO,0,0,0,0,0,0,0,0,0,0,0,0
2015,31,YUCATAN,CODIGO PENAL FEDERAL,CONTRA LA SALUD,POSESION,5,5,5,2,2,1,0,2,1,3,4,1
2015,31,YUCATAN,CODIGO PENAL FEDERAL,CONTRA LA SALUD,OTROS,0,0,4,0,0,1,1,0,1,1,1,0
2015,31,YUCATAN,CODIGO PENAL FEDERAL,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,11,9,23,13,7,13,10,5,5,7,5,9
2015,31,YUCATAN,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,5,14,27,6,3,16,11,9,6,18,10,3
2015,31,YUCATAN,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,0,3,5,1,1,1,2,1,0,2,0,0
2015,31,YUCATAN,CODIGO PENAL FEDERAL,OTROS DELITOS,ELECTORALES,0,4,1,3,7,5,4,2,2,1,1,0
2015,31,YUCATAN,CODIGO PENAL FEDERAL,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,0,2,2,0,1,2,1,2,1,0,1,1
2015,31,YUCATAN,CODIGO PENAL FEDERAL,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",24,5,30,3,2,8,3,0,0,1,4,2
2015,31,YUCATAN,CODIGO PENAL FEDERAL,OTROS DELITOS,PATRIMONIALES,8,8,33,3,13,20,9,28,13,9,14,7
2015,31,YUCATAN,CODIGO PENAL FEDERAL,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,0,0,1,0,0,0,0,0,0,0,0,0
2015,31,YUCATAN,CODIGO PENAL FEDERAL,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,6,2,11,3,0,5,7,2,0,5,5,2
2015,32,ZACATECAS,CODIGO PENAL FEDERAL,CONTRA LA SALUD,PRODUCCION,0,0,0,0,0,0,0,0,0,0,5,1
2015,32,ZACATECAS,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRANSPORTE,0,1,3,3,4,8,4,6,8,7,0,0
2015,32,ZACATECAS,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRAFICO,0,0,0,0,0,0,1,0,0,0,0,0
2015,32,ZACATECAS,CODIGO PENAL FEDERAL,CONTRA LA SALUD,COMERCIO,0,0,1,0,0,0,0,0,0,0,0,0
2015,32,ZACATECAS,CODIGO PENAL FEDERAL,CONTRA LA SALUD,SUMINISTRO,0,0,0,0,0,0,0,0,0,0,0,0
2015,32,ZACATECAS,CODIGO PENAL FEDERAL,CONTRA LA SALUD,POSESION,2,2,3,0,0,0,0,0,1,0,0,0
2015,32,ZACATECAS,CODIGO PENAL FEDERAL,CONTRA LA SALUD,OTROS,1,1,0,0,0,0,0,0,0,0,0,0
2015,32,ZACATECAS,CODIGO PENAL FEDERAL,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,1,4,3,0,8,5,3,1,6,4,2,2
2015,32,ZACATECAS,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,0,0,0,0,0,8,0,0,0,1,0,0
2015,32,ZACATECAS,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,0,0,0,0,0,0,0,0,0,0,0,0
2015,32,ZACATECAS,CODIGO PENAL FEDERAL,OTROS DELITOS,ELECTORALES,6,1,4,2,6,0,0,0,1,0,0,0
2015,32,ZACATECAS,CODIGO PENAL FEDERAL,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,2,6,4,5,4,4,6,4,1,3,5,1
2015,32,ZACATECAS,CODIGO PENAL FEDERAL,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",1,5,0,0,1,7,0,0,1,0,0,0
2015,32,ZACATECAS,CODIGO PENAL FEDERAL,OTROS DELITOS,PATRIMONIALES,23,9,6,1,0,0,1,1,2,0,2,0
2015,32,ZACATECAS,CODIGO PENAL FEDERAL,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,1,0,2,0,1,0,1,0,1,0,0,1
2015,32,ZACATECAS,CODIGO PENAL FEDERAL,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,2,3,9,9,13,41,23,17,25,19,44,14
2015,,EXTRANJERO,CODIGO PENAL FEDERAL,CONTRA LA SALUD,PRODUCCION,0,0,0,0,0,0,0,0,1,0,0,0
2015,,EXTRANJERO,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRANSPORTE,0,0,0,0,0,0,0,0,0,0,0,0
2015,,EXTRANJERO,CODIGO PENAL FEDERAL,CONTRA LA SALUD,TRAFICO,0,0,0,0,0,0,0,0,0,0,0,0
2015,,EXTRANJERO,CODIGO PENAL FEDERAL,CONTRA LA SALUD,COMERCIO,0,0,0,0,0,0,0,0,0,0,0,0
2015,,EXTRANJERO,CODIGO PENAL FEDERAL,CONTRA LA SALUD,SUMINISTRO,0,0,0,0,0,0,0,0,0,0,0,0
2015,,EXTRANJERO,CODIGO PENAL FEDERAL,CONTRA LA SALUD,POSESION,0,0,0,0,0,0,0,0,0,0,0,0
2015,,EXTRANJERO,CODIGO PENAL FEDERAL,CONTRA LA SALUD,OTROS,0,0,0,0,0,0,1,0,0,0,0,0
2015,,EXTRANJERO,CODIGO PENAL FEDERAL,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,0,0,1,0,1,0,0,0,0,1,0,0
2015,,EXTRANJERO,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,0,0,0,0,0,0,0,0,0,0,0,0
2015,,EXTRANJERO,CODIGO PENAL FEDERAL,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,1,1,2,0,1,0,1,1,2,1,1,0
2015,,EXTRANJERO,CODIGO PENAL FEDERAL,OTROS DELITOS,ELECTORALES,0,0,0,0,0,0,0,0,0,0,0,0
2015,,EXTRANJERO,CODIGO PENAL FEDERAL,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,0,0,0,0,0,0,0,0,0,0,0,0
2015,,EXTRANJERO,CODIGO PENAL FEDERAL,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",3,0,0,2,0,1,2,1,0,3,0,0
2015,,EXTRANJERO,CODIGO PENAL FEDERAL,OTROS DELITOS,PATRIMONIALES,2,0,1,3,0,3,2,1,1,0,1,0
2015,,EXTRANJERO,CODIGO PENAL FEDERAL,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,0,0,0,0,0,0,0,0,0,0,0,0
2015,,EXTRANJERO,CODIGO PENAL FEDERAL,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,1,3,6,1,3,2,5,6,1,1,1,2
2015,1,AGUASCALIENTES,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),9,9,5,9,5,7,7,6,5,5,5,4
2015,1,AGUASCALIENTES,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),3,5,3,1,3,6,6,1,4,1,0,0
2015,1,AGUASCALIENTES,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0,2,0,1,3,0,0,0,0,0,1,0
2015,1,AGUASCALIENTES,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,14,5,6,14,8,10,1,7,1,0,0
2015,1,AGUASCALIENTES,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),10,6,7,11,13,9,16,11,7,13,9,9
2015,1,AGUASCALIENTES,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,1,0,0,1,0,1,0,0,0,0,0
2015,1,AGUASCALIENTES,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,1,1,1,4,0,6,4,3,0,5,1,0
